,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Rating,Credit_Mix_Bad,Credit_Mix_Good,Credit_Mix_Standard,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes
53422,38,35185.56,2962.13,6,4,3.0,10.0,7.14,0.0,379.47,27.536525905188626,83.27806424741246,310.51593,192.419,624.4562041189903,0,0,1,1,0
53423,38,35185.56,2962.13,6,4,3.0,10.0,7.14,0.0,379.47,29.507882463338056,83.27806424741246,124.57564,378.35928,654.7379115004331,0,0,1,1,0
53438,25,61102.78,4538.033370702195,7,5,4.0,9.0,7.11,9.0,432.45,33.957020295594546,475.6650537873608,164.6814,377.90836,605.5458923062013,0,0,1,1,0
53440,54,23667.29,2082.274166666667,7,6,3.0,14.0,13.46,3.0,1202.43,36.42405056015906,53.02313960734024,68.10191,357.10236,592.526186867832,0,0,1,0,1
53445,54,23667.29,2082.274166666667,7,6,3.0,14.0,13.46,3.0,1202.43,35.812092581563874,53.02313960734024,197.75882,247.44545,591.2147865476202,0,0,1,0,1
53449,42,40290.47,3617.539166666667,5,5,4.0,8.0,3.93,7.0,337.75,33.00958436538599,74.08758399689567,301.20813,266.45822,482.05725910394233,0,1,0,1,0
53470,44,17963.45,1328.9541666666669,6,7,2.0,15.0,7.75,11.0,2052.02,33.21841544183992,23.01331426191241,58.93944,340.94266,483.95452317589456,1,0,0,0,1
53493,55,83859.84,6759.32,8,4,0.0,15.0,7.41,2.0,881.24,28.840902101441173,0.0,246.17471,679.75726,653.3450257021582,0,0,1,1,0
53528,31,33726.6,2860.55,6,5,0.0,14.0,13.65,6.0,1251.27,31.788651624090186,0.0,124.16348,431.8915,639.3149253782955,0,0,1,0,1
53529,31,33726.6,2860.55,6,5,0.0,15.0,9.65,6.0,1251.27,27.687048417996444,0.0,233.04187,343.01312,649.7010330792405,0,0,1,0,1
53530,31,33726.6,2477.6724440386192,6,5,0.0,17.0,13.65,6.0,1251.27,33.69688681775384,382.8775559613809,241.10292,334.9521,635.0399898165458,0,0,1,0,1
53533,31,33726.6,2477.6724440386192,6,5,0.0,14.0,15.65,6.0,1251.27,32.04709749955644,382.8775559613809,328.6682,247.38678,689.3213723322484,0,0,1,0,1
53536,46,78984.46,6360.038333333334,4,2,1.0,9.0,14.15,4.0,322.42,35.220593046142525,50.09499242108427,252.7993,583.10956,728.1530610631681,0,1,0,1,0
53537,46,78984.46,6360.038333333334,4,2,1.0,9.0,8.15,4.0,322.42,33.63234859605324,50.09499242108427,389.28854,476.6203,707.3629911692216,0,1,0,1,0
53540,46,78984.46,6360.038333333334,4,2,1.0,9.0,8.15,5.0,322.42,36.51827188585644,50.09499242108427,543.5233,322.3855,719.9322621840412,0,1,0,1,0
53571,25,29374.77,2377.8975,3,7,2.0,13.0,16.65,7.0,1189.37,30.769749904317983,40.26407406013254,31.381811,416.14386,602.7751338326076,0,0,1,0,1
53575,26,29374.77,2377.8975,3,7,2.0,15.0,16.65,7.0,1189.37,35.68771723561059,40.26407406013254,158.48856,329.0371,373.92536623298446,0,0,1,0,1
53584,26,31263.7,2812.308333333333,4,6,0.0,0.0,4.13,1.0,1086.65,28.63478353389556,0.0,105.39039,425.84045,587.6941402702504,0,1,0,1,0
53586,26,31263.7,2812.308333333333,4,6,0.0,0.0,4.13,1.0,1086.65,31.98681223138373,0.0,224.51373,346.7171,626.5059613250075,0,1,0,1,0
53588,26,31263.7,2812.308333333333,4,6,0.0,0.0,4.13,1.0,1086.65,29.20516989687308,0.0,57.503384,473.72745,637.5484002768501,0,1,0,1,0
53618,48,20662.84,1663.9033333333334,3,3,4.0,12.0,7.23,4.0,699.36,35.53764965689554,39.90889439441064,153.47763,253.0038,603.7730339710251,0,0,1,1,0
53621,48,20662.84,1663.9033333333334,3,3,4.0,15.0,9.23,4.0,699.36,34.52299113948989,39.90889439441064,152.35393,244.12752,587.05916267745,0,0,1,1,0
53623,48,20662.84,1663.9033333333334,3,3,4.0,15.0,7.23,4.0,699.36,34.13783740073,39.90889439441064,58.619087,317.86237,612.2676622399196,0,0,1,1,0
53633,45,29313.3,2151.775,4,5,3.0,4.0,5.95,4.0,341.96,33.17541079112239,52.21702036238042,82.74592,330.21457,686.4043745727577,0,1,0,1,0
53639,46,29313.3,2151.775,4,5,3.0,4.0,5.95,7.0,341.96,28.1956160067984,52.21702036238042,128.96053,293.99997,694.4757278057153,0,1,0,1,0
53650,31,40196.9,3390.741666666667,2,5,1.0,12.0,8.07,0.0,613.9,32.72648412402104,20.998535785316392,138.95494,429.1207,690.9822640966892,0,1,0,1,0
53654,32,40196.9,3139.0425724561437,2,5,1.0,12.0,8.07,4.0,613.9,36.76308611182308,272.69762999584054,79.76786,488.30777,681.7475107091092,0,1,0,1,0
53662,46,20318.97,1463.2475000000004,3,3,6.0,11.0,16.14,13.0,2097.84,29.35656424835333,94.5700224480482,86.629875,255.12485,667.5338332752823,0,0,1,0,1
53690,48,85760.85,7172.7375,2,6,4.0,3.0,10.92,1.0,695.2,29.85887850356995,171.43019791284397,686.66486,139.17868,630.0583284303027,0,1,0,1,0
53700,34,80661.32,6551.776666666668,5,4,4.0,16.0,9.58,5.0,1482.15,28.07760287307252,135.56247407463508,80.21733,679.3979,594.4453645996842,0,0,1,0,1
53713,18,79708.89,6593.4075,4,5,2.0,16.0,4.01,4.0,1262.12,36.272956662813456,125.39965851243338,182.80008,631.141,595.998494738332,0,0,1,0,1
53717,18,79708.89,6593.4075,4,5,2.0,17.0,4.01,7.0,1262.12,34.291364684120886,125.39965851243338,286.90213,527.03894,590.049811351888,0,0,1,0,1
53755,22,46841.92,3734.493333333333,3,4,4.0,20.0,15.32,5.0,1483.22,35.40201794896653,149.39035924729075,179.54207,304.5169,711.459533667159,0,0,1,0,1
53776,35,18419.57,1243.9641666666666,4,4,1.0,7.0,9.08,1.0,699.06,27.581823123647965,9.803353349475836,59.25449,345.33856,692.9283017713368,0,1,0,1,0
53777,35,18419.57,1243.9641666666666,4,4,1.0,7.0,9.08,1.0,699.06,30.79105750059766,9.803353349475836,54.95074,349.64233,715.6795667091629,0,1,0,1,0
53781,35,18419.57,1243.9641666666666,4,4,1.0,7.0,9.08,1.0,699.06,36.24314427338293,9.803353349475836,98.90041,285.69266,722.1065613394968,0,1,0,1,0
53801,41,68078.6,5651.216666666667,3,3,2.0,11.0,8.54,7.0,1994.72,34.806002184853625,64.44340295141836,432.6703,338.00797,355.2348204301594,0,0,1,0,1
53802,41,68078.6,5651.216666666667,3,3,2.0,16.0,8.54,7.0,1994.72,31.65707633803819,64.44340295141836,196.13676,594.5415,467.72358191278937,0,0,1,0,1
53804,41,68078.6,5651.216666666667,3,3,2.0,14.0,8.54,7.0,1994.72,36.66145329360052,64.44340295141836,101.63746,639.04083,573.3110368172629,0,0,1,0,1
53915,42,18675.65,1548.3041666666668,3,6,2.0,18.0,8.52,11.0,1352.15,27.492560119905757,16.528702751280758,84.59703,343.70468,623.0892452333146,0,0,1,0,1
53918,42,18675.65,1548.3041666666668,3,6,2.0,18.0,11.52,11.0,1352.15,35.617133351715545,16.528702751280758,113.04276,305.25894,627.1984296969194,0,0,1,0,1
53923,54,14566.335,1105.86125,4,5,3.0,15.0,6.22,3.0,765.44,29.591536258768148,19.082334556055624,128.7488,252.75499,645.4906004939635,0,1,0,1,0
53925,54,14566.335,1105.86125,4,5,3.0,15.0,6.22,3.0,765.44,31.96044569257982,19.082334556055624,99.56582,281.93796,587.0827046614527,0,1,0,1,0
53930,44,15990.655,1244.5545833333333,7,3,5.0,17.0,11.85,8.0,1214.53,34.12034307862672,53.91846893142056,26.50299,284.034,622.4000071540457,0,0,1,0,1
53933,44,15990.655,1244.5545833333333,7,3,5.0,17.0,11.85,8.0,1214.53,35.99656337062057,53.91846893142056,116.559685,233.97731,661.7893928484468,0,0,1,0,1
54001,37,28360.5,2086.375,8,5,2.0,22.0,11.26,4.0,2404.64,35.13152890083972,45.17032541030501,134.06943,289.39774,663.9643117943638,0,0,1,0,1
54014,42,17468.19,1453.6825,10,6,3.0,13.0,8.2,10.0,1495.9,32.41689887684284,23.267794352186765,60.95993,341.14053,645.0876988972396,0,0,1,0,1
54056,25,87314.67,7121.2225,5,2,2.0,3.0,4.72,1.0,774.36,30.146768110432355,96.90847013537316,154.85509,700.3587,708.6089506040349,0,1,0,1,0
54063,26,87314.67,6498.906186631154,5,2,2.0,4.0,4.72,1.0,774.36,35.588813070445404,719.2247835042191,93.18551,762.02826,719.9982295359463,0,1,0,1,0
54074,53,21834.105,2071.50875,4,5,1.0,11.0,10.4,1.0,1215.84,34.07214328431768,16.922557269222168,52.50601,407.72232,696.1531886139204,0,1,0,1,0
54078,54,21834.105,2071.50875,4,5,1.0,9.0,10.4,5.0,1215.84,31.876096934515964,16.922557269222168,119.094864,361.13345,647.6048318349322,0,1,0,1,0
54079,54,21834.105,2071.50875,4,5,1.0,12.0,10.4,5.0,1215.84,35.80986599399993,16.922557269222168,189.8726,290.3557,619.871103138255,0,1,0,1,0
54098,41,18314.09,1779.174166666667,6,6,4.0,9.0,12.5,6.0,1865.26,30.05354182798532,38.43049906347612,102.93979,296.54712,643.8106553838463,0,0,1,0,1
54099,41,18314.09,1779.174166666667,6,6,4.0,11.0,12.5,6.0,1865.26,28.16968473522128,38.43049906347612,226.4115,203.07541,632.5802106094757,0,0,1,0,1
54191,35,44288.58,3390.715,10,5,8.0,20.0,4.9,12.0,1831.88,33.54327402082258,183.92849504518816,270.8154,164.32762,604.8796560021523,1,0,0,0,1
54220,46,78676.32,6710.3600000000015,2,1,1.0,0.0,9.8,4.0,1080.98,31.320567760740207,48.57797805613716,409.77615,482.6819,691.6800223160242,0,1,0,1,0
54223,46,78676.32,6710.3600000000015,50,1,1.0,4.0,9.8,7.0,1080.98,30.77318028608489,48.57797805613716,692.1782,210.27982,684.4067118943417,0,1,0,1,0
54253,29,76652.88,6627.740000000002,7,5,3.0,9.0,6.99,4.0,847.66,29.35150413323473,145.37294017064252,165.88416,591.5169,600.768462198523,0,0,1,0,1
54322,53,20875.67,1536.6391666666666,5,3,4.0,17.0,8.49,1.0,1363.29,31.8229772808313,38.072524934070174,89.40336,316.18802,620.1970389375105,0,1,0,1,0
54332,27,44620.48,3421.373333333333,7,4,1.0,14.0,12.63,6.0,1280.87,30.149235834156087,31.53785549714662,91.89275,468.70673,614.11175363395,0,0,1,0,1
54335,27,44620.48,3421.373333333333,7,4,1.0,17.0,10.63,6.0,1280.87,29.473160868638026,31.53785549714662,119.11731,441.48218,669.3582983870564,0,0,1,0,1
54337,27,35540.74,3232.728333333333,3,5,2.0,0.0,9.45,1.0,1148.21,31.39027486510816,52.41216561965096,47.867264,472.9934,681.7912462120689,0,1,0,1,0
54341,27,35540.74,3232.728333333333,3,5,2.0,0.0,9.45,1.0,1148.21,28.97207403302421,52.41216561965096,46.640797,474.21988,676.8718752648265,0,1,0,1,0
54342,27,35540.74,3232.728333333333,3,5,2.0,0.0,9.45,1.0,1148.21,34.86164191417695,52.41216561965096,81.04275,429.81793,721.1763409109134,0,1,0,1,0
54347,35,63978.72,5065.56,7,7,4.0,8.0,11.49,7.0,947.31,36.76023365176234,182.4412170246094,321.43417,272.6806,586.7461402836186,0,0,1,0,1
54352,19,50814.28,4517.5233333333335,3,7,0.0,10.0,4.06,3.0,612.46,32.6644112215874,0.0,547.34186,194.41045,673.6454710604096,0,1,0,1,0
54359,19,50814.28,4517.5233333333335,3,7,0.0,10.0,4.06,3.0,612.46,34.12662311069162,0.0,55.443108,636.3092,692.213922283217,0,1,0,1,0
54409,55,60244.72,5197.393333333333,6,6,3.0,15.0,6.53,0.0,989.42,32.61457894332563,105.66247874250936,145.2427,518.83417,677.5585619216373,0,1,0,1,0
54411,55,60244.72,5197.393333333333,6,6,3.0,18.0,6.53,3.0,989.42,35.032251013268855,105.66247874250936,216.11404,447.96283,700.8013700058978,0,1,0,1,0
54415,56,60244.72,5197.393333333333,6,6,3.0,18.0,6.53,3.0,989.42,33.211669604950245,105.66247874250936,471.07468,233.00217,625.3293404239492,0,1,0,1,0
54417,20,14231.42,1318.9516666666666,8,4,0.0,8.0,10.33,2.0,848.59,34.419639793068924,0.0,53.79755,368.09763,599.1045100818203,0,0,1,1,0
54423,20,14231.42,1318.9516666666666,8,4,0.0,7.0,10.33,6.0,848.59,29.33926862956367,0.0,109.37185,302.52332,618.6921486737365,0,0,1,1,0
54440,15,48259.38,4022.615,8,5,6.0,9.0,17.15,8.0,1819.26,28.970782129160533,162.97939971907152,223.4846,275.7975,581.848979848209,0,0,1,0,1
54443,16,48259.38,4022.615,8,5,6.0,9.0,17.15,9.0,1819.26,28.72634703493979,162.97939971907152,524.8951,4.387031,608.2466894353527,0,0,1,0,1
54446,16,48259.38,4022.615,8,5,6.0,12.0,17.15,9.0,1819.26,34.336860046568326,162.97939971907152,380.34256,138.93954,613.1482718386924,0,0,1,0,1
54457,26,15475.91,993.6591666666666,6,7,7.0,14.0,7.04,4.0,1948.99,30.1897427612726,79.75558283727815,21.888199,257.72214,625.96181810038,0,0,1,0,1
54459,26,15475.91,993.6591666666666,6,7,7.0,13.0,7.04,4.0,1948.99,36.9465209745929,79.75558283727815,44.2764,265.33392,635.8312240489764,0,0,1,0,1
54467,14,16897.53,1165.1274999999996,5,4,4.0,18.0,7.85,16.0,2322.35,35.528038470478975,50.24334519531418,33.535408,312.734,539.6739884492093,0,0,1,0,1
54471,14,16897.53,1165.1274999999996,5,4,4.0,21.0,8.85,16.0,2322.35,32.83128050306858,50.24334519531418,18.978666,297.29074,601.1197787396505,0,0,1,0,1
54472,31,77047.4,6711.616666666666,2,4,1.0,-1.0,3.95,1.0,952.69,34.873442634842554,50.18729559672872,176.67123,724.3031,609.8280729957647,0,1,0,1,0
54478,32,77047.4,6711.616666666666,2,4,1.0,1.0,6.95,1.0,952.69,34.59581623669054,50.18729559672872,158.49873,712.47565,613.4463181814125,0,1,0,1,0
54499,43,24688.88,2256.4066666666668,8,4,1.0,15.0,11.74,3.0,1014.83,27.31960714806793,10.869316856380284,56.952435,397.8189,651.1482095746949,0,0,1,1,0
54503,43,24688.88,2256.4066666666668,8,4,1.0,17.0,11.74,7.0,1014.83,27.71682994088009,10.869316856380284,208.48993,276.28143,648.0636786051887,0,0,1,1,0
54506,16,29985.2,2437.766666666667,5,8,3.0,18.0,15.29,11.0,1793.18,37.37332686236514,65.26315553615302,108.96331,359.5502,512.1618259049151,0,0,1,0,1
54507,16,29985.2,2437.766666666667,5,8,3.0,18.0,15.29,11.0,1793.18,36.94104620333325,65.26315553615302,22.633656,395.87985,650.4076649142689,0,0,1,0,1
54515,35,28070.62,2437.218333333333,3,3,4.0,18.0,8.55,7.0,1483.05,28.23690026404888,63.95505297734235,22.273632,397.49316,613.3765055241473,0,0,1,0,1
54530,44,32394.77,2614.5641666666666,6,4,4.0,20.0,7.14,6.0,475.41,30.59741868828442,86.04239282710735,232.30011,233.11392,583.9366548174831,0,0,1,1,0
54534,45,32394.77,2614.5641666666666,6,4,4.0,22.0,7.14,6.0,475.41,31.97377864930376,86.04239282710735,219.87775,245.53627,657.8614224613948,0,0,1,1,0
54535,45,32394.77,2614.5641666666666,6,4,4.0,20.0,7.14,6.0,475.41,29.039628003217835,86.04239282710735,118.78106,316.63297,588.4542776932914,0,0,1,1,0
54648,35,8940.905,990.0754166666668,7,9,6.0,25.0,16.84,6.0,2558.29,30.394701313023862,35.57913689335557,49.718113,273.7103,558.3137173999759,1,0,0,0,1
54671,34,60195.36,4912.28,0,5,2.0,3.0,7.69,3.0,376.47,31.603357833291287,52.93545645569851,416.39557,291.89697,633.2953573937776,0,1,0,1,0
54698,38,32200.64,2552.3866666666668,9,5,7.0,16.0,7.62,10.0,2121.07,33.47427000039721,140.7938649847458,88.07901,286.36578,651.4060740100604,1,0,0,0,1
54699,38,32200.64,2552.3866666666668,9,5,7.0,14.0,7.62,10.0,2121.07,36.82750590135296,140.7938649847458,27.499063,326.94574,644.8938900436124,1,0,0,0,1
54713,26,21440.93,1555.7441666666666,5,3,3.0,10.0,6.15,1.0,969.29,34.823702767489856,35.27302502352533,149.39566,260.90573,667.5609366702738,0,0,1,1,0
54715,26,21440.93,1555.7441666666666,5,3,3.0,8.0,6.15,1.0,969.29,33.23404391655222,35.27302502352533,47.513775,332.78763,611.8045969558398,0,0,1,1,0
54719,27,21440.93,1555.7441666666666,5,3,3.0,9.0,6.15,3.0,969.29,28.296316425701196,35.27302502352533,51.905735,348.39566,586.722263653243,0,0,1,1,0
54744,15,47828.67,4107.7225,8,4,6.0,20.0,16.73,5.0,1379.29,30.976266648321,230.79832973195855,161.40192,268.572,611.9125921550666,0,0,1,0,1
54746,16,47828.67,4107.7225,8,4,6.0,17.0,16.73,5.0,1379.29,34.25016644133999,230.79832973195855,201.08772,268.8862,611.2126663551535,0,0,1,0,1
54750,16,47828.67,4107.7225,8,4,6.0,17.0,16.73,7.0,1379.29,34.20829009129461,230.79832973195855,194.10371,275.8702,584.7788285570477,0,0,1,0,1
54763,24,47504.49,3760.7075,8,7,6.0,18.0,16.55,8.0,2515.23,31.903078822877287,146.04816029066598,231.72556,258.29703,406.1097838387657,1,0,0,0,1
54807,51,36868.13,3061.3441666666663,6,4,0.0,20.0,3.88,4.0,1360.71,35.350434092232106,0.0,209.01793,377.1165,667.2927304336627,0,1,0,1,0
54816,18,81165.56,6867.796666666666,4,5,3.0,4.0,11.99,4.0,1235.16,36.11585922384281,151.74649492782913,238.01654,547.01666,698.0853180698394,0,1,0,1,0
54819,19,81165.56,6867.796666666666,4,5,3.0,1.0,9.99,4.0,1235.16,36.26339832097192,151.74649492782913,307.42398,507.6092,646.0592670020051,0,1,0,1,0
54898,38,26029.41,1950.1175,3,7,2.0,18.0,10.88,0.0,412.13,36.39678896879296,33.7011516162198,78.773575,362.53702,658.6907191956807,0,0,1,1,0
54901,38,26029.41,1950.1175,3,7,2.0,18.0,10.88,0.0,412.13,30.98374160743264,33.7011516162198,62.782974,348.52762,723.4197851595522,0,0,1,1,0
54961,19,38197.25,3191.104166666666,1,6,2.0,9.0,5.28,6.0,898.75,34.99482815490068,44.12466475857941,124.22161,410.76413,684.9121759570343,0,1,0,1,0
54962,19,38197.25,3191.104166666666,1,6,2.0,7.0,5.28,6.0,898.75,36.634441330139616,44.12466475857941,76.366066,448.6197,726.1697158193563,0,1,0,1,0
54963,19,38197.25,3191.104166666666,1,6,2.0,10.0,5.28,6.0,898.75,36.30185165941366,44.12466475857941,127.313705,437.67206,642.5062495570546,0,1,0,1,0
54972,30,17271.525,1269.29375,8,3,1.0,18.0,4.74,0.0,899.28,29.419354209318737,13.314419454257422,79.75092,323.86404,715.3703721270223,0,1,0,1,0
54975,30,17271.525,1269.29375,8,3,1.0,18.0,4.74,0.0,899.28,32.13887349378321,13.314419454257422,152.80522,250.80972,716.0626990124514,0,1,0,1,0
54983,21,15620.91,1017.7425,4,6,0.0,1.0,11.17,5.0,814.54,28.80034369794017,0.0,97.47309,294.30115,411.01005656974576,0,1,0,1,0
54994,18,19369.96,1791.1633333333332,6,5,4.0,18.0,13.39,8.0,1266.31,27.641187986066583,57.412212456357366,124.39524,287.30887,629.4385076612945,0,0,1,0,1
55016,43,68611.44,5790.62,3,3,2.0,0.0,6.87,2.0,1116.18,32.36515589807033,89.4405593491455,317.64087,441.98056,621.0900770482996,0,1,0,1,0
55018,43,68611.44,5790.62,3,3,2.0,2.0,6.87,2.0,1116.18,29.089580650186967,89.4405593491455,390.0402,359.58127,481.73435046206083,0,1,0,1,0
55025,27,30738.51,2438.5425,3,7,1.0,13.0,6.42,3.0,645.49,30.417099846128767,22.815893781129866,315.77173,195.26663,592.7714001760476,0,0,1,1,0
55044,18,76079.16,6462.93,0,5,4.0,-3.0,10.18,4.0,731.36,35.074524317984206,136.93892377821143,71.826065,677.528,713.7067967555924,0,1,0,1,0
55072,44,29378.06,2312.1716666666666,7,6,4.0,8.0,8.81,6.0,1078.84,36.20972597916185,93.0172931787162,85.17541,313.02448,598.3806511571694,0,0,1,0,1
55073,44,29378.06,2312.1716666666666,7,6,4.0,8.0,8.81,6.0,1078.84,27.754528880040088,93.0172931787162,244.63542,183.56445,608.1009789216517,0,0,1,0,1
55077,45,29378.06,2312.1716666666666,7,6,4.0,11.0,8.81,6.0,1078.84,33.89665470849212,93.0172931787162,123.31741,304.88248,653.7424942583253,0,0,1,0,1
55083,44,15659.78,1132.9816666666668,9,9,8.0,17.0,3.9,7.0,2302.28,36.236874579098256,66.23584190703737,29.921886,297.14044,509.26426567887677,1,0,0,0,1
55086,45,15659.78,1132.9816666666668,9,9,8.0,20.0,6.9,11.0,2302.28,37.07394308028327,66.23584190703737,43.605473,263.45685,579.3757640359028,1,0,0,0,1
55088,38,27947.42,2488.9516666666664,7,5,2.0,20.0,11.04,4.0,1472.05,27.927401431133408,31.33536159917632,136.63602,350.9238,650.301177793432,0,0,1,0,1
55089,38,27947.42,2488.9516666666664,7,5,2.0,17.0,11.04,134.0,1472.05,36.449026213247095,31.33536159917632,37.07708,430.48273,649.8967075019691,0,0,1,0,1
55091,38,27947.42,2488.9516666666664,7,5,2.0,19.0,11.04,4.0,1472.05,36.67642406456709,31.33536159917632,33.046078,424.51373,630.283962043392,0,0,1,0,1
55094,38,27947.42,2488.9516666666664,7,5,2.0,15.0,11.04,5.0,1472.05,36.87705847024565,31.33536159917632,151.51793,336.04187,644.0683708263189,0,0,1,0,1
55119,48,20849.95,1951.4958333333327,8,3,1.0,20.0,4.83,2.0,327.77,29.31649307438443,9.060348682889094,135.35686,340.73236,656.8193270492558,0,0,1,1,0
55122,51,37452.59,2962.049166666666,4,3,1.0,9.0,4.11,8.0,1286.4,32.67719914672053,29.05427308361383,292.0401,255.11055,649.1791938704848,0,1,0,1,0
55124,52,37452.59,2962.049166666666,4,3,1.0,9.0,4.11,8.0,1286.4,32.58082835433953,29.05427308361383,333.8363,223.31436,642.8546748313267,0,1,0,1,0
55145,40,28023.54,2532.295,5,4,3.0,10.0,14.37,4.0,1151.05,37.070200031041935,41.31955337506004,78.91439,382.99554,637.0997190740982,0,0,1,0,1
55148,40,28023.54,2532.295,5,4,3.0,8.0,16.37,4.0,1151.05,31.46974184263756,41.31955337506004,268.1801,233.72983,614.3854733911327,0,0,1,0,1
55152,37,30784.67,2682.3891666666664,4,7,2.0,15.0,9.28,2.0,1362.65,31.23432428359402,28.16220960287093,232.63512,277.4416,646.5164271459149,0,0,1,0,1
55157,37,30784.67,2682.3891666666664,4,7,2.0,16.0,12.28,3.0,1362.65,30.915856980217924,28.16220960287093,87.42467,402.65204,605.3984721949982,0,0,1,0,1
55177,18,17599.48,1202.6233333333332,2,6,1.0,3.0,7.01,0.0,1426.15,33.637140209893715,13.08069087982678,97.49971,299.68195,720.4936921624053,0,1,0,1,0
55180,18,17599.48,1202.6233333333332,2,6,1.0,2.0,10.01,0.0,1426.15,28.111963433869487,13.08069087982678,76.131226,321.0504,717.5734539489921,0,1,0,1,0
55181,18,17599.48,1202.6233333333332,2,6,1.0,2.0,7.01,0.0,1426.15,32.200828664658395,13.08069087982678,62.248367,304.9333,675.8889682961742,0,1,0,1,0
55182,18,17599.48,1202.6233333333332,2,6,1.0,1.0,7.01,0.0,1426.15,29.42249972482862,13.08069087982678,60.81747,316.36417,683.9061262200712,0,1,0,1,0
55187,30,48644.8,4142.733333333334,6,6,4.0,16.0,4.12,2.0,539.35,27.25887080039116,121.55867101136693,181.57132,371.14334,620.2411852448017,0,0,1,1,0
55212,44,57502.5,5055.875,10,5,7.0,11.0,15.26,9.0,2521.64,34.705700363368024,286.52593336203813,54.73923,414.32233,429.78013010844893,0,0,1,0,1
55214,44,57502.5,5055.875,10,5,7.0,14.0,15.26,9.0,2521.64,29.517513035667285,286.52593336203813,116.498024,352.56354,539.7088556127651,0,0,1,0,1
55275,26,40636.56,3460.38,2,6,1.0,7.0,10.91,4.0,490.98,30.723226382083357,31.226807238957097,145.54999,419.2612,643.4925677909023,0,1,0,1,0
55276,26,40636.56,3460.38,2,6,1.0,6.0,7.91,4.0,490.98,36.94877660075132,31.226807238957097,109.75008,455.06113,588.9859988979338,0,1,0,1,0
55319,29,79556.37,6378.697499999998,8,5,0.0,20.0,9.88,7.0,1191.79,32.356366072090246,0.0,107.68584,770.1839,631.570156250276,0,0,1,0,1
55321,39,66995.86,5384.988333333334,3,6,0.0,21.0,8.16,3.0,554.69,29.81873056393464,0.0,437.34756,371.15128,659.4888124847532,0,0,1,0,1
55329,45,31185.98,2434.8316666666665,6,6,4.0,10.0,9.41,5.0,2089.89,29.90937608534921,92.52719105544904,62.250137,348.70584,664.8425804028893,0,0,1,0,1
55331,45,31185.98,2434.8316666666665,6,6,4.0,9.0,9.41,5.0,2089.89,34.065077596080464,92.52719105544904,160.00893,250.94705,626.7815645464569,0,0,1,0,1
55333,45,31185.98,2434.8316666666665,6,6,4.0,10.0,9.41,5.0,2089.89,32.86441350997564,92.52719105544904,177.66528,263.29068,610.8655779334288,0,0,1,0,1
55350,38,69637.24,6059.1033333333335,8,10,6.0,21.0,9.93,10.0,1644.89,37.00416094441589,313.45970544560527,518.1448,64.30583,569.6428367710854,1,0,0,0,1
55364,28,85653.96,7211.830000000001,8,6,4.0,20.0,16.04,3.0,883.74,27.22457076505749,229.08597201647217,160.82928,571.26776,589.7859154689002,0,0,1,1,0
55416,31,31700.3,2444.6916666666666,10,8,5.0,19.0,8.78,7.0,2482.73,35.561239922164376,66.86611733982244,68.00876,389.5943,544.7226517969355,0,0,1,0,1
55417,32,31700.3,2444.6916666666666,10,8,5.0,19.0,8.78,7.0,2482.73,37.32797997509397,66.86611733982244,173.0741,274.52896,628.3343405275473,0,0,1,0,1
55419,32,31700.3,2444.6916666666666,10,8,5.0,19.0,8.78,9.0,2482.73,28.704131959808773,66.86611733982244,35.606762,391.99628,649.7077099685553,0,0,1,0,1
55425,-500,58871.28,5042.94,4,3,4.0,10.0,8.73,0.0,1465.8,28.189474537158183,167.0765791621539,327.49078,299.72665,691.2266553134609,0,1,0,1,0
55426,41,58871.28,5042.94,4,3,4.0,10.0,8.73,0.0,1465.8,28.99205167860251,167.0765791621539,389.1508,228.06662,707.912915539259,0,1,0,1,0
55428,41,58871.28,5042.94,4,3,4.0,10.0,9.73,4.0,1465.8,30.51896773917367,167.0765791621539,156.51486,450.70255,710.7439898812149,0,1,0,1,0
55434,35,17074.51,1426.875833333333,7,9,5.0,21.0,10.67,10.0,1598.4,27.94584563610772,60.96389058554212,68.71721,303.0065,539.9287025238016,1,0,0,0,1
55449,29,20637.2,1668.7666666666669,4,5,4.0,18.0,9.74,2.0,1387.48,36.99161495075878,68.57490437116253,112.64939,275.65237,640.816171835257,0,0,1,0,1
55450,29,20637.2,1668.7666666666669,4,5,4.0,18.0,9.74,2.0,1387.48,32.86643725407886,68.57490437116253,127.99999,250.30177,593.8611237278936,0,0,1,0,1
55519,37,14679.83,1183.319166666667,10,10,6.0,17.0,13.88,8.0,1784.88,27.604956421209053,71.2976375186154,51.02175,286.0125,640.0503209695721,1,0,0,0,1
55529,24,46586.8,4026.2333333333336,6,7,0.0,12.0,14.98,8.0,852.2,28.562187378351737,0.0,129.3285,523.2948,651.734018742846,0,0,1,0,1
55535,25,46586.8,4026.2333333333336,6,7,0.0,13.0,14.98,8.0,852.2,34.11766119228516,0.0,112.57188,540.05145,713.743145318002,0,0,1,0,1
